flow_start,duration_s,protocol,src_ip,src_port,dst_ip,dst_port,packets,bytes,tcp_flags,tos,iat_mean,iat_std,payload_entropy,dns_query,bytes_per_sec,packets_per_sec,bytes_per_packet,flag_syn,flag_ack,flag_fin,flag_rst,flag_psh,flag_urg,src_port_category,dst_port_category,flow_duration_class,label,attack_type,attack_category,mitre_technique,mitre_tactic,confidence,evidence_source,threat_intel_score,country,behavioral_flags,flow_file
2026-06-24 17:39:20.445,00:00:00.000,TCP,15e9bd0dae3d,443,2bcad8dee90d,33878.0,2,143,...A....,0,0.0,0.0,0.0,none,0,0,71,0,1,0,0,0,0,well-known,registered,instant,Benign_Verified,normal,benign,,,multi-layer-verified,clean-intel+safe-dest:Exabyte Local Infrastructure,0.0,IN,,nfcapd.202606241740
2026-06-24 17:39:04.700,00:00:15.270,TCP,34722d2cdef9,41851,0f54ad87bf1f,56958.0,5,300,......S.,0,0.0,0.0,0.0,none,157,0,60,1,0,0,0,0,0,registered,dynamic,medium,Benign_Verified,normal,benign,,,multi-layer-verified,clean-intel+safe-dest:Cloudflare,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:21.625,00:00:00.000,UDP,48246033081a,8518,0c207353feb0,8567.0,1,85,........,0,0.0,0.0,0.0,none,0,0,85,0,0,0,0,0,0,registered,registered,instant,Benign_Verified,normal,benign,,,multi-layer-verified,clean-intel+safe-dest:Exabyte Local Infrastructure,0.0,BD,,nfcapd.202606241740
2026-06-24 17:39:11.345,00:00:09.700,UDP,54162720d1ad,56582,e2f1c3e4aadf,443.0,178,16876,........,0,0.0,0.0,0.0,none,13918,18,94,0,0,0,0,0,0,dynamic,well-known,short,Benign_Verified,normal,benign,,,multi-layer-verified,clean-intel+safe-dest:Local BD Cache,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:15.370,00:00:05.600,TCP,08e385e5ea8d,43548,cd4ad3c3e6c5,443.0,12,2142,...A....,0,0.0,0.0,0.0,none,3060,2,178,0,1,0,0,0,0,registered,well-known,short,Benign_Assumed,normal,benign,,,no-threat-indicators,unverified-destination,0.0,Local,,nfcapd.202606241740
2026-06-24 17:38:47.700,00:00:32.290,TCP,bd9628282c55,56764,ec8a543f0ca7,443.0,10,568,...A....,0,0.0,0.0,0.0,none,140,0,56,0,1,0,0,0,0,dynamic,well-known,medium,Benign_Assumed,normal,benign,,,no-threat-indicators,unverified-destination,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:19.855,00:00:00.000,TCP,060c1efbe9c3,443,5478fb4e0d91,58370.0,17,7298,...A..S.,0,0.0,0.0,0.0,none,0,0,429,1,1,0,0,0,0,well-known,dynamic,instant,Unverified,normal,benign,,,behavioral-anomaly,scan-like:single-pkt-tcp;scan-like:port-sweep(60);scan-like:net-sweep(16),0.0,Local,scan-like:single-pkt-tcp;scan-like:port-sweep(60);scan-like:net-sweep(16),nfcapd.202606241740
2026-06-24 17:38:33.010,00:00:44.920,TCP,30992836fca4,156,5f1b37b50a0d,53988.0,6,312,...A....,20,0.0,0.0,0.0,none,55,0,52,0,1,0,0,0,0,well-known,dynamic,medium,Benign_Verified,normal,benign,,,multi-layer-verified,clean-intel+safe-dest:Exabyte Local Infrastructure,0.0,HK,,nfcapd.202606241740
2026-06-24 17:39:19.950,00:00:00.000,TCP,92c18fba3907,80,097230dab125,43350.0,5,3808,...A..S.,0,0.0,0.0,0.0,none,0,0,761,1,1,0,0,0,0,well-known,registered,instant,Benign_Verified,normal,benign,,,multi-layer-verified,clean-intel+safe-dest:Exabyte Local Infrastructure,0.0,SG,,nfcapd.202606241740
2026-06-24 17:39:21.765,00:00:00.000,TCP,4352e4573e20,40316,abe6c4527cc7,443.0,21,2754,......S.,0,0.0,0.0,0.0,none,0,0,131,1,0,0,0,0,0,registered,well-known,instant,Benign_Verified,normal,benign,,,multi-layer-verified,clean-intel+safe-dest:Google,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:08.360,00:00:11.590,UDP,b13c131cc8c3,50899,7bd3410de474,443.0,4,1507,........,0,0.0,0.0,0.0,none,1040,0,376,0,0,0,0,0,0,dynamic,well-known,medium,Benign_Assumed,normal,benign,,,no-threat-indicators,unverified-destination,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:21.645,00:00:00.000,UDP,21862d3b51cb,32099,95c7d1e132a7,29072.0,1,32,........,0,0.0,0.0,0.0,none,0,0,32,0,0,0,0,0,0,registered,registered,instant,Benign_Verified,normal,benign,,,multi-layer-verified,clean-intel+safe-dest:Exabyte Local Infrastructure,0.0,SG,,nfcapd.202606241740
2026-06-24 17:39:17.970,00:00:00.000,UDP,838c4c257384,53,e882ac5c9218,9638.0,1,129,........,128,0.0,0.0,0.0,none,0,0,129,0,0,0,0,0,0,well-known,registered,instant,Unverified,normal,benign,,,behavioral-anomaly,scan-like:port-sweep(314);scan-like:net-sweep(16),0.0,Local,scan-like:port-sweep(314);scan-like:net-sweep(16),nfcapd.202606241740
2026-06-24 17:39:18.950,00:00:00.000,UDP,26c1d92ba0d5,8802,097230dab125,42967.0,1,84,........,20,0.0,0.0,0.0,none,0,0,84,0,0,0,0,0,0,registered,registered,instant,Benign_Verified,normal,benign,,,multi-layer-verified,clean-intel+safe-dest:Exabyte Local Infrastructure,0.0,SG,,nfcapd.202606241740
2026-06-24 17:39:20.980,00:00:00.000,UDP,84245213f10c,2348,95c7d1e132a7,5093.0,1,34,........,0,0.0,0.0,0.0,none,0,0,34,0,0,0,0,0,0,registered,registered,instant,Unverified,normal,benign,,,threat-intel-flagged,abuseipdb:score=100,100.0,HK,,nfcapd.202606241740
2026-06-24 17:39:17.195,00:00:03.270,TCP,afa845d89be8,45606,32bd62398e97,212.0,11,5327,......S.,0,0.0,0.0,0.0,none,13032,3,484,1,0,0,0,0,0,registered,well-known,short,Benign_Assumed,normal,benign,,,no-threat-indicators,unverified-destination,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:20.575,00:00:00.000,TCP,25e4993c5b91,5222,097230dab125,44576.0,2,104,...A....,0,0.0,0.0,0.0,none,0,0,52,0,1,0,0,0,0,registered,registered,instant,Unverified,normal,benign,,,behavioral-anomaly,scan-like:single-pkt-tcp;scan-like:port-sweep(10),0.0,Local,scan-like:single-pkt-tcp;scan-like:port-sweep(10),nfcapd.202606241740
2026-06-24 17:39:21.325,00:00:00.000,UDP,060c1efbe9c3,443,5478fb4e0d91,40593.0,1,76,........,0,0.0,0.0,0.0,none,0,0,76,0,0,0,0,0,0,well-known,registered,instant,Unverified,normal,benign,,,behavioral-anomaly,scan-like:single-pkt-tcp;scan-like:port-sweep(60);scan-like:net-sweep(16),0.0,Local,scan-like:single-pkt-tcp;scan-like:port-sweep(60);scan-like:net-sweep(16),nfcapd.202606241740
2026-06-24 17:39:20.305,00:00:00.000,UDP,78502d991e7d,42408,308ffdbc529c,443.0,1,61,........,0,0.0,0.0,0.0,none,0,0,61,0,0,0,0,0,0,registered,well-known,instant,Benign_Assumed,normal,benign,,,no-threat-indicators,unverified-destination,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:21.095,00:00:00.000,TCP,5c831831e5a2,443,d504675663a9,46230.0,7,5198,...A..S.,96,0.0,0.0,0.0,none,0,0,742,1,1,0,0,0,0,well-known,registered,instant,Benign_Verified,normal,benign,,,multi-layer-verified,clean-intel+safe-dest:Exabyte Local Infrastructure,0.0,SG,,nfcapd.202606241740
2026-06-24 17:39:20.635,00:00:00.000,UDP,0c7437af6d69,50241,ac2c53977672,443.0,1,96,........,0,0.0,0.0,0.0,none,0,0,96,0,0,0,0,0,0,dynamic,well-known,instant,Benign_Assumed,normal,benign,,,no-threat-indicators,unverified-destination,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:20.990,00:00:00.000,TCP,bc05c3cd0528,45212,f8b4dfa239cf,443.0,1,52,...A.R..,0,0.0,0.0,0.0,none,0,0,52,0,1,0,1,0,0,registered,well-known,instant,Benign_Assumed,normal,benign,,,no-threat-indicators,unverified-destination,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:17.675,00:00:02.790,TCP,bc05c3cd0528,41806,2c01bc863937,853.0,17,2454,......S.,0,0.0,0.0,0.0,none,7036,6,144,1,0,0,0,0,0,registered,well-known,short,Benign_Assumed,normal,benign,,,no-threat-indicators,unverified-destination,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:21.785,00:00:00.000,UDP,e6c24136837e,8669,95c7d1e132a7,8567.0,2,181,........,0,0.0,0.0,0.0,none,0,0,90,0,0,0,0,0,0,registered,registered,instant,Benign_Verified,normal,benign,,,multi-layer-verified,clean-intel+safe-dest:Exabyte Local Infrastructure,0.0,BD,,nfcapd.202606241740
2026-06-24 17:39:20.960,00:00:00.000,TCP,a61a9ca96c36,443,9c93dc34e045,43480.0,1,258,...AP...,128,0.0,0.0,0.0,none,0,0,258,0,1,0,0,1,0,well-known,registered,instant,Unverified,normal,benign,,,behavioral-anomaly,scan-like:single-pkt-tcp;scan-like:port-sweep(19),0.0,Local,scan-like:single-pkt-tcp;scan-like:port-sweep(19),nfcapd.202606241740
2026-06-24 17:39:20.960,00:00:00.000,TCP,73fdcbc6acfd,443,ea1e78f9d66e,49746.0,18,6781,...A..S.,128,0.0,0.0,0.0,none,0,0,376,1,1,0,0,0,0,well-known,dynamic,instant,Unverified,normal,benign,,,behavioral-anomaly,scan-like:single-pkt-tcp;scan-like:port-sweep(24),0.0,Local,scan-like:single-pkt-tcp;scan-like:port-sweep(24),nfcapd.202606241740
2026-06-24 17:39:20.970,00:00:00.000,TCP,33db373af288,37140,819a9b390afd,443.0,9,645,...AP...,0,0.0,0.0,0.0,none,0,0,71,0,1,0,0,1,0,registered,well-known,instant,Benign_Verified,normal,benign,,,multi-layer-verified,clean-intel+safe-dest:Google,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:21.355,00:00:00.000,ICMP,c550bbe9149b,0,3e605f4ff7d3,8.0,1,84,........,0,0.0,0.0,0.0,none,0,0,84,0,0,0,0,0,0,invalid,unknown,instant,Benign_Assumed,normal,benign,,,no-threat-indicators,unverified-destination,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:21.145,00:00:00.000,UDP,838c4c257384,53,097230dab125,49263.0,1,133,........,128,0.0,0.0,0.0,none,0,0,133,0,0,0,0,0,0,well-known,dynamic,instant,Unverified,normal,benign,,,behavioral-anomaly,scan-like:port-sweep(314);scan-like:net-sweep(16),0.0,Local,scan-like:port-sweep(314);scan-like:net-sweep(16),nfcapd.202606241740
2026-06-24 17:39:19.915,00:00:00.000,UDP,b2311239938f,56920,838c4c257384,53.0,1,61,........,0,0.0,0.0,0.0,none,0,0,61,0,0,0,0,0,0,dynamic,well-known,instant,Benign_Verified,normal,benign,,,multi-layer-verified,clean-intel+safe-dest:Google,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:20.980,00:00:00.000,UDP,eab7d2132b34,60835,23bb7e53b89f,443.0,1,96,........,0,0.0,0.0,0.0,none,0,0,96,0,0,0,0,0,0,dynamic,well-known,instant,Benign_Verified,normal,benign,,,multi-layer-verified,clean-intel+safe-dest:Local BD Cache,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:20.465,00:00:00.000,UDP,838c4c257384,53,90bc5d7c4deb,34684.0,1,134,........,128,0.0,0.0,0.0,none,0,0,134,0,0,0,0,0,0,well-known,registered,instant,Unverified,normal,benign,,,behavioral-anomaly,scan-like:port-sweep(314);scan-like:net-sweep(16),0.0,Local,scan-like:port-sweep(314);scan-like:net-sweep(16),nfcapd.202606241740
2026-06-24 17:39:20.245,00:00:00.000,UDP,8b4585a757e7,13543,2a9469601f2a,53.0,2,317,........,0,0.0,0.0,0.0,none,0,0,158,0,0,0,0,0,0,registered,well-known,instant,Benign_Assumed,normal,benign,,,no-threat-indicators,unverified-destination,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:20.405,00:00:01.220,TCP,ca49f64f8a2d,44956,bb7db7c5cc89,443.0,47,59394,...A....,0,0.0,0.0,0.0,none,389468,38,1263,0,1,0,0,0,0,registered,well-known,short,Benign_Verified,normal,benign,,,multi-layer-verified,clean-intel+safe-dest:Local BD Cache,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:20.970,00:00:00.000,UDP,48246033081a,8518,0c207353feb0,8567.0,1,85,........,0,0.0,0.0,0.0,none,0,0,85,0,0,0,0,0,0,registered,registered,instant,Benign_Verified,normal,benign,,,multi-layer-verified,clean-intel+safe-dest:Exabyte Local Infrastructure,0.0,BD,,nfcapd.202606241740
2026-06-24 17:39:21.535,00:00:00.000,TCP,0a454ff1f7d4,443,d504675663a9,39572.0,1,52,...A...F,0,0.0,0.0,0.0,none,0,0,52,0,1,1,0,0,0,well-known,registered,instant,Unverified,normal,benign,,,behavioral-anomaly,scan-like:single-pkt-tcp,0.0,IN,scan-like:single-pkt-tcp,nfcapd.202606241740
2026-06-24 17:39:18.850,00:00:02.110,UDP,51cb60823704,443,1463309dc1b0,49141.0,10,11425,........,0,0.0,0.0,0.0,none,43317,4,1142,0,0,0,0,0,0,well-known,registered,short,Benign_Verified,normal,benign,,,multi-layer-verified,clean-intel+safe-dest:Exabyte Local Infrastructure,0.0,BD,,nfcapd.202606241740
2026-06-24 17:39:19.175,00:00:02.540,UDP,8eace1418ec0,443,d504675663a9,39253.0,41,33972,........,128,0.0,0.0,0.0,none,106998,16,828,0,0,0,0,0,0,well-known,registered,short,Unverified,normal,benign,,,behavioral-anomaly,scan-like:single-pkt-tcp;scan-like:port-sweep(28),0.0,Local,scan-like:single-pkt-tcp;scan-like:port-sweep(28),nfcapd.202606241740
2026-06-24 17:39:19.980,00:00:00.000,UDP,3f9dfc561a15,35333,838c4c257384,53.0,1,70,........,0,0.0,0.0,0.0,none,0,0,70,0,0,0,0,0,0,registered,well-known,instant,Benign_Verified,normal,benign,,,multi-layer-verified,clean-intel+safe-dest:Google,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:20.605,00:00:00.000,TCP,6cfe9a0c46a6,33214,a61a9ca96c36,443.0,2,128,...AP...,0,0.0,0.0,0.0,none,0,0,64,0,1,0,0,1,0,registered,well-known,instant,Benign_Verified,normal,benign,,,multi-layer-verified,clean-intel+safe-dest:Google,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:06.650,00:00:14.280,TCP,8edacb97977f,47758,786d65e574fc,443.0,13,5605,......S.,0,0.0,0.0,0.0,none,3140,0,431,1,0,0,0,0,0,registered,well-known,medium,Benign_Verified,normal,benign,,,multi-layer-verified,clean-intel+safe-dest:Google,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:19.950,00:00:00.000,UDP,8ad6b4806ef3,443,cf8ac587eb14,46185.0,1,76,........,184,0.0,0.0,0.0,none,0,0,76,0,0,0,0,0,0,well-known,registered,instant,Benign_Verified,normal,benign,,,multi-layer-verified,clean-intel+safe-dest:Exabyte Local Infrastructure,,,,nfcapd.202606241740
2026-06-24 17:39:19.955,00:00:00.000,TCP,baf028246d1d,38256,699bc986ea91,443.0,12,1325,......S.,0,0.0,0.0,0.0,none,0,0,110,1,0,0,0,0,0,registered,well-known,instant,Benign_Assumed,normal,benign,,,no-threat-indicators,unverified-destination,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:17.920,00:00:00.000,UDP,ab191af288d5,8591,9c93dc34e045,8567.0,1,64,........,0,0.0,0.0,0.0,none,0,0,64,0,0,0,0,0,0,registered,registered,instant,Benign_Verified,normal,benign,,,multi-layer-verified,clean-intel+safe-dest:Exabyte Local Infrastructure,0.0,SG,,nfcapd.202606241740
2026-06-24 17:39:20.990,00:00:00.000,TCP,aa4469555827,59884,f391d1c50b33,443.0,3,168,...A....,0,0.0,0.0,0.0,none,0,0,56,0,1,0,0,0,0,dynamic,well-known,instant,Benign_Assumed,normal,benign,,,no-threat-indicators,unverified-destination,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:07.865,00:00:13.830,UDP,24c3f2d78958,45486,6a0596b0242f,15333.0,43,3365,........,0,0.0,0.0,0.0,none,1946,3,78,0,0,0,0,0,0,registered,registered,medium,Benign_Assumed,normal,benign,,,no-threat-indicators,unverified-destination,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:20.960,00:00:00.000,UDP,729396495445,443,097230dab125,55414.0,1,52,........,128,0.0,0.0,0.0,none,0,0,52,0,0,0,0,0,0,well-known,dynamic,instant,Benign_Verified,normal,benign,,,multi-layer-verified,clean-intel+safe-dest:Exabyte Local Infrastructure,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:20.950,00:00:00.000,UDP,838c4c257384,53,2bcad8dee90d,1645.0,1,143,........,128,0.0,0.0,0.0,none,0,0,143,0,0,0,0,0,0,well-known,registered,instant,Unverified,normal,benign,,,behavioral-anomaly,scan-like:port-sweep(314);scan-like:net-sweep(16),0.0,Local,scan-like:port-sweep(314);scan-like:net-sweep(16),nfcapd.202606241740
2026-06-24 17:39:19.940,00:00:00.000,TCP,6d1de79b6896,44514,a1ad3997f5a7,443.0,14,2396,......S.,0,0.0,0.0,0.0,none,0,0,171,1,0,0,0,0,0,registered,well-known,instant,Benign_Assumed,normal,benign,,,no-threat-indicators,unverified-destination,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:14.945,00:00:04.830,TCP,525bfb30c88b,49372,bb7db7c5cc89,443.0,24,4795,......S.,0,0.0,0.0,0.0,none,7942,4,199,1,0,0,0,0,0,dynamic,well-known,short,Benign_Verified,normal,benign,,,multi-layer-verified,clean-intel+safe-dest:Local BD Cache,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:20.990,00:00:00.000,TCP,54be2de49d02,40546,c7ee3319fcbf,443.0,13,3313,......S.,0,0.0,0.0,0.0,none,0,0,254,1,0,0,0,0,0,registered,well-known,instant,Benign_Assumed,normal,benign,,,no-threat-indicators,unverified-destination,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:19.990,00:00:00.000,UDP,8db90ce108aa,45922,838c4c257384,53.0,1,78,........,0,0.0,0.0,0.0,none,0,0,78,0,0,0,0,0,0,registered,well-known,instant,Benign_Verified,normal,benign,,,multi-layer-verified,clean-intel+safe-dest:Google,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:17.960,00:00:00.000,UDP,d8ed02e10769,55552,b31a51e3e19e,443.0,1,96,........,0,0.0,0.0,0.0,none,0,0,96,0,0,0,0,0,0,dynamic,well-known,instant,Benign_Verified,normal,benign,,,multi-layer-verified,clean-intel+safe-dest:Local BD Cache,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:18.635,00:00:00.000,UDP,e04ad86cae51,36480,ed2a9d3343d2,443.0,22,9072,........,0,0.0,0.0,0.0,none,0,0,412,0,0,0,0,0,0,registered,well-known,instant,Benign_Verified,normal,benign,,,multi-layer-verified,clean-intel+safe-dest:Google,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:19.950,00:00:00.000,TCP,7c4ab0bb133f,443,90bc5d7c4deb,43698.0,8,5488,...A..S.,96,0.0,0.0,0.0,none,0,0,686,1,1,0,0,0,0,well-known,registered,instant,Unverified,normal,benign,,,behavioral-anomaly,scan-like:port-sweep(10),0.0,BD,scan-like:port-sweep(10),nfcapd.202606241740
2026-06-24 17:39:07.740,00:00:10.250,TCP,3d5a9a123f3e,41384,8b8e715b580d,853.0,14,2081,......S.,0,0.0,0.0,0.0,none,1624,1,148,1,0,0,0,0,0,registered,well-known,medium,Benign_Assumed,normal,benign,,,no-threat-indicators,unverified-destination,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:19.980,00:00:00.000,UDP,d7ec32b8a85e,47090,f1412386aa8d,53.0,1,64,........,0,0.0,0.0,0.0,none,0,0,64,0,0,0,0,0,0,registered,well-known,instant,Benign_Verified,normal,benign,,,multi-layer-verified,clean-intel+safe-dest:Cloudflare,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:14.970,00:00:05.010,TCP,a17026703446,37568,8eace1418ec0,443.0,3,156,...A....,0,0.0,0.0,0.0,none,249,0,52,0,1,0,0,0,0,registered,well-known,short,Benign_Verified,normal,benign,,,multi-layer-verified,clean-intel+safe-dest:Google,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:20.135,00:00:00.000,TCP,dc4e15ec845b,443,2bcad8dee90d,48708.0,2,111,...AP...,184,0.0,0.0,0.0,none,0,0,55,0,1,0,0,1,0,well-known,registered,instant,Benign_Verified,normal,benign,,,multi-layer-verified,clean-intel+safe-dest:Exabyte Local Infrastructure,,,,nfcapd.202606241740
2026-06-24 17:39:19.940,00:00:00.000,UDP,b775d3c5868f,36099,50c873766fee,443.0,7,2609,........,0,0.0,0.0,0.0,none,0,0,372,0,0,0,0,0,0,registered,well-known,instant,Benign_Assumed,normal,benign,,,no-threat-indicators,unverified-destination,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:18.980,00:00:00.000,UDP,d67939d4d1f1,42532,e182a1b85ad6,443.0,6,1840,........,0,0.0,0.0,0.0,none,0,0,306,0,0,0,0,0,0,registered,well-known,instant,Benign_Verified,normal,benign,,,multi-layer-verified,clean-intel+safe-dest:Google,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:14.295,00:00:07.600,TCP,e5f38f57e3f0,443,2bcad8dee90d,55618.0,4,625,...A....,0,0.0,0.0,0.0,none,657,0,156,0,1,0,0,0,0,well-known,dynamic,short,Unverified,normal,benign,,,behavioral-anomaly,scan-like:single-pkt-tcp,0.0,MY,scan-like:single-pkt-tcp,nfcapd.202606241740
2026-06-24 17:39:20.990,00:00:00.000,TCP,dca4ec67ab6a,45936,5d5f2e066214,12342.0,2,112,......S.,0,0.0,0.0,0.0,none,0,0,56,1,0,0,0,0,0,registered,registered,instant,Benign_Assumed,normal,benign,,,no-threat-indicators,unverified-destination,0.0,Local,,nfcapd.202606241740
2026-06-24 17:39:21.765,00:00:00.000,TCP,142638b36b6a,443,9c93dc34e045,58082.0,1,60,...A..S.,0,0.0,0.0,0.0,none,0,0,60,1,1,0,0,0,0,well-known,dynamic,instant,Benign_Verified,normal,benign,,,multi-layer-verified,clean-intel+safe-dest:Exabyte Local Infrastructure,,,,nfcapd.202606241740
2026-06-24 17:39:19.775,00:00:00.000,TCP,9d2582548045,443,097230dab125,38778.0,2,143,...A....,0,0.0,0.0,0.0,none,0,0,71,0,1,0,0,0,0,well-known,registered,instant,Benign_Verified,normal,benign,,,multi-layer-verified,clean-intel+safe-dest:Exabyte Local Infrastructure,0.0,IN,,nfcapd.202606241740
2026-06-24 17:39:14.350,00:00:04.610,TCP,5ec57d14529b,195,b6e704f26f62,41988.0,3,270,...A....,40,0.0,0.0,0.0,none,468,0,90,0,1,0,0,0,0,well-known,registered,short,Benign_Verified,normal,benign,,,multi-layer-verified,clean-intel+safe-dest:Exabyte Local Infrastructure,,,,nfcapd.202606241740
2026-06-24 17:39:20.950,00:00:00.000,TCP,c9ef6632aa4f,443,b6e704f26f62,35032.0,5,383,...A....,0,0.0,0.0,0.0,none,0,0,76,0,1,0,0,0,0,well-known,registered,instant,Unverified,normal,benign,,,behavioral-anomaly,scan-like:single-pkt-tcp;scan-like:port-sweep(80);scan-like:net-sweep(16),0.0,Local,scan-like:single-pkt-tcp;scan-like:port-sweep(80);scan-like:net-sweep(16),nfcapd.202606241740
2026-06-24 17:39:20.950,00:00:00.000,TCP,2f4819cb6379,46230,5c831831e5a2,443.0,10,2549,......S.,0,0.0,0.0,0.0,none,0,0,254,1,0,0,0,0,0,registered,well-known,instant,Benign_Assumed,normal,benign,,,no-threat-indicators,unverified-destination,0.0,Local,,nfcapd.202606241740
